gene_id,gene_name,gene_biotype
ENSG00000233854,POU6F2-AS2,lncRNA
ENSG00000239569,KMT2E-AS1,lncRNA
ENSG00000239377,ZNF775-AS1,lncRNA
ENSG00000228742,LINC02577,lncRNA
ENSG00000224017,LINC01449,lncRNA
ENSG00000225128,LINC00972,lncRNA
ENSG00000234707,SEC61G-DT,lncRNA
ENSG00000225546,LINC02476,lncRNA
ENSG00000283117,MGC4859,lncRNA
ENSG00000234520,HRAT17,lncRNA
ENSG00000240889,NDUFB2-AS1,lncRNA
ENSG00000229893,TAX1BP1-AS1,lncRNA
ENSG00000232715,LINC01022,lncRNA
ENSG00000254003,SRI-AS1,lncRNA
ENSG00000214106,PAXIP1-AS2,lncRNA
ENSG00000229108,LINC02587,lncRNA
ENSG00000260231,KDM7A-DT,lncRNA
ENSG00000285536,LINC02838,lncRNA
ENSG00000237286,CARD11-AS1,lncRNA
ENSG00000232415,ELN-AS1,lncRNA
ENSG00000243479,MNX1-AS1,lncRNA
ENSG00000229688,CRPPA-AS1,lncRNA
ENSG00000234695,TFPI2-DT,lncRNA
ENSG00000236753,MKLN1-AS,lncRNA
ENSG00000243193,PRKAR2B-AS1,lncRNA
ENSG00000230442,ASB15-AS1,lncRNA
ENSG00000236078,LINC01447,lncRNA
ENSG00000281103,TRG-AS1,lncRNA
ENSG00000224057,EGFR-AS1,lncRNA
ENSG00000244198,ARHGEF35-AS1,lncRNA
ENSG00000236708,SDK1-AS1,lncRNA
ENSG00000233108,GLCCI1-DT,lncRNA
ENSG00000233038,PTPRN2-AS1,lncRNA
ENSG00000229153,EPHA1-AS1,lncRNA
ENSG00000220575,HTR5A-AS1,lncRNA
ENSG00000231764,DLX6-AS1,lncRNA
ENSG00000230487,PSMG3-AS1,lncRNA
ENSG00000227053,MUC12-AS1,lncRNA
ENSG00000236081,ELFN1-AS1,lncRNA
ENSG00000231721,LINC-PINT,lncRNA
ENSG00000204934,ATP6V0E2-AS1,lncRNA
ENSG00000179406,LINC00174,lncRNA
ENSG00000234456,MAGI2-AS3,lncRNA
ENSG00000232301,LNCPRESS1,lncRNA
ENSG00000232445,EMSLR,lncRNA
ENSG00000188693,CYP51A1-AS1,lncRNA
ENSG00000188185,LINC00265,lncRNA
ENSG00000227014,FKBP14-AS1,lncRNA
ENSG00000229043,ZFAND2A-DT,lncRNA
ENSG00000196204,RNF216P1,lncRNA
ENSG00000228775,WEE2-AS1,lncRNA
ENSG00000240449,REPIN1-AS1,lncRNA
ENSG00000231427,LINC01445,lncRNA
ENSG00000228878,SEPTIN7-DT,lncRNA
ENSG00000228649,SNHG26,lncRNA
ENSG00000226581,LINC02848,lncRNA
ENSG00000228564,LINC01005,lncRNA
ENSG00000244479,OR2A1-AS1,lncRNA
ENSG00000233559,LINC00513,lncRNA
ENSG00000239911,PRKAG2-AS1,lncRNA
ENSG00000224122,POU6F2-AS1,lncRNA
ENSG00000233705,SLC26A4-AS1,lncRNA
ENSG00000231840,TMEM139-AS1,lncRNA
ENSG00000236305,SLC12A9-AS1,lncRNA
ENSG00000240211,PPP1R35-AS1,lncRNA
ENSG00000224729,PCOLCE-AS1,lncRNA
ENSG00000254369,HOXA-AS3,lncRNA
ENSG00000243766,HOTTIP,lncRNA
ENSG00000253405,EVX1-AS,lncRNA
ENSG00000236188,PRKX-AS1,lncRNA
ENSG00000231216,GS1-600G8.3,lncRNA
ENSG00000234191,LINC01283,lncRNA
ENSG00000231944,PHKA1-AS1,lncRNA
ENSG00000236276,NDP-AS1,lncRNA
ENSG00000233661,SPIN4-AS1,lncRNA
ENSG00000220925,IGBP1-AS2,lncRNA
ENSG00000280752,LINC00850,lncRNA
ENSG00000236747,LINC01282,lncRNA
ENSG00000271826,PLS3-AS1,lncRNA
ENSG00000223516,AFF2-IT1,lncRNA
ENSG00000223487,FRMPD4-AS1,lncRNA
ENSG00000233338,TLR8-AS1,lncRNA
ENSG00000230020,NHS-AS1,lncRNA
ENSG00000235262,KDM5C-IT1,lncRNA
ENSG00000224031,TCEAL3-AS1,lncRNA
ENSG00000277541,ZNF630-AS1,lncRNA
ENSG00000281371,INE2,lncRNA
ENSG00000229331,GK-IT1,lncRNA
ENSG00000243055,GK-AS1,lncRNA
ENSG00000231542,TAB3-AS1,lncRNA
ENSG00000235512,TAB3-AS2,lncRNA
ENSG00000236836,PCYT1B-AS1,lncRNA
ENSG00000234230,ZFX-AS1,lncRNA
ENSG00000231729,ARHGEF9-IT1,lncRNA
ENSG00000224142,AMMECR1-IT1,lncRNA
ENSG00000236828,DMD-AS3,lncRNA
ENSG00000235483,GYG2-AS1,lncRNA
ENSG00000229851,ARSD-AS1,lncRNA
ENSG00000225839,TRMT2B-AS1,lncRNA
ENSG00000236337,FMR1-IT1,lncRNA
ENSG00000237331,XIAP-AS1,lncRNA
ENSG00000224975,INE1,lncRNA
ENSG00000237836,PHKA2-AS1,lncRNA
ENSG00000228275,ARMCX3-AS1,lncRNA
ENSG00000225037,EIF1AX-AS1,lncRNA
ENSG00000235849,HS6ST2-AS1,lncRNA
ENSG00000231728,TMSB15B-AS1,lncRNA
ENSG00000203588,IGBP1-AS1,lncRNA
ENSG00000288642,CDR1,lncRNA
ENSG00000229487,ALG13-AS1,lncRNA
ENSG00000126952,NXF5,transcribed_unprocessed_pseudogene
ENSG00000290798,NXF5,lncRNA
ENSG00000230590,FTX,lncRNA
ENSG00000270641,TSIX,lncRNA
ENSG00000233033,CASK-AS1,lncRNA
ENSG00000267064,UXT-AS1,lncRNA
ENSG00000226985,LINC01203,lncRNA
ENSG00000226031,FGF13-AS1,lncRNA
ENSG00000268066,FMR1-AS1,lncRNA
ENSG00000231154,MORF4L2-AS1,lncRNA
ENSG00000229563,LINC01204,lncRNA
ENSG00000236091,LINC02243,lncRNA
ENSG00000224294,PINCR,lncRNA
ENSG00000235304,LINC01281,lncRNA
ENSG00000235437,LINC01278,lncRNA
ENSG00000230317,LINC01284,lncRNA
ENSG00000204904,LINC01545,lncRNA
ENSG00000223714,LINC02601,lncRNA
ENSG00000280870,MIR325HG,lncRNA
ENSG00000277215,SPANXA2-OT1,lncRNA
ENSG00000231651,DLG3-AS1,lncRNA
ENSG00000281852,LINC00891,lncRNA
ENSG00000274536,MIR223HG,lncRNA
ENSG00000228459,LINC01546,lncRNA
ENSG00000232160,RAP2C-AS1,lncRNA
ENSG00000234161,PABPC5-AS1,lncRNA
ENSG00000230899,MAGEA8-AS1,lncRNA
ENSG00000203650,LINC01285,lncRNA
ENSG00000237341,SYP-AS1,lncRNA
ENSG00000227060,LINC00629,lncRNA
ENSG00000223749,MIR503HG,lncRNA
ENSG00000241743,XACT,lncRNA
ENSG00000228659,LINC01201,lncRNA
ENSG00000236751,LINC01186,lncRNA
ENSG00000238123,MID1IP1-AS1,lncRNA
ENSG00000215162,LINC00269,lncRNA
ENSG00000237221,PPEF1-AS1,lncRNA
ENSG00000233067,PTCHD1-AS,lncRNA
ENSG00000258545,RHOXF1-AS1,lncRNA
ENSG00000224533,TMLHE-AS1,lncRNA
ENSG00000234696,GPR50-AS1,lncRNA
ENSG00000229967,MAGEA4-AS1,lncRNA
ENSG00000227610,FRMPD3-AS1,lncRNA
ENSG00000235244,DANT2,lncRNA
ENSG00000224281,SLC25A5-AS1,lncRNA
ENSG00000230844,ZNF674-AS1,lncRNA
ENSG00000235385,LINC02154,lncRNA
ENSG00000225235,INTS6L-AS1,lncRNA
ENSG00000225882,LINC01456,lncRNA
ENSG00000234766,LINC01496,lncRNA
ENSG00000213468,FIRRE,lncRNA
ENSG00000225470,JPX,lncRNA
ENSG00000234636,MED14OS,lncRNA
ENSG00000270069,MIR222HG,lncRNA
ENSG00000236256,DIAPH2-AS1,lncRNA
ENSG00000229807,XIST,lncRNA
ENSG00000223546,LINC00630,lncRNA
ENSG00000203930,LINC00632,lncRNA
ENSG00000225076,WWC3-AS1,lncRNA
ENSG00000235802,HCFC1-AS1,lncRNA
ENSG00000233093,LINC00892,lncRNA
ENSG00000196741,LINC01560,lncRNA
ENSG00000253490,LINC02099,lncRNA
ENSG00000259196,HMBOX1-IT1,lncRNA
ENSG00000253302,STAU2-AS1,lncRNA
ENSG00000264448,MIR378D2HG,lncRNA
ENSG00000181171,FER1L6-AS1,lncRNA
ENSG00000250929,LINC01181,lncRNA
ENSG00000287736,PTCSC1,lncRNA
ENSG00000254081,LINC01299,lncRNA
ENSG00000170983,LINC00208,lncRNA
ENSG00000253712,LINC02886,lncRNA
ENSG00000181097,LINC02878,lncRNA
ENSG00000254034,INTS9-AS1,lncRNA
ENSG00000283239,KBTBD11-OT1,protein_coding
ENSG00000253327,RAD21-AS1,lncRNA
ENSG00000253930,TNFRSF10A-AS1,lncRNA
ENSG00000282961,PRNCR1,lncRNA
ENSG00000280303,ERICD,lncRNA
ENSG00000282164,PEG13,lncRNA
ENSG00000280543,ASAP1-IT2,lncRNA
ENSG00000261618,LINC02605,lncRNA
ENSG00000253521,HPYR1,lncRNA
ENSG00000248492,ZFAT-AS1,lncRNA
ENSG00000254083,LINC01591,lncRNA
ENSG00000253394,LINC00534,lncRNA
ENSG00000261087,ZNNT1,lncRNA
ENSG00000253733,LZTS1-AS1,lncRNA
ENSG00000255364,SMILR,lncRNA
ENSG00000253167,WASHC5-AS1,lncRNA
ENSG00000254300,LINC01111,lncRNA
ENSG00000254266,PKIA-AS1,lncRNA
ENSG00000253479,LINC01603,lncRNA
ENSG00000253948,VPS13B-DT,lncRNA
ENSG00000253738,OTUD6B-AS1,lncRNA
ENSG00000184608,FAM167A-AS1,lncRNA
ENSG00000253665,LINC02866,lncRNA
ENSG00000254689,LINC02235,lncRNA
ENSG00000253138,LINC00967,lncRNA
ENSG00000254166,CASC19,lncRNA
ENSG00000254049,NRG1-IT3,lncRNA
ENSG00000253877,LINC01608,lncRNA
ENSG00000247081,BAALC-AS1,lncRNA
ENSG00000236939,BAALC-AS2,lncRNA
ENSG00000253351,LINC01298,lncRNA
ENSG00000248858,FLJ46284,lncRNA
ENSG00000253741,LNCOC1,lncRNA
ENSG00000249898,MCPH1-AS1,lncRNA
ENSG00000253679,LINC02844,lncRNA
ENSG00000253972,MAL2-AS1,lncRNA
ENSG00000246366,LACTB2-AS1,lncRNA
ENSG00000254275,LINC00824,lncRNA
ENSG00000182366,FAM87A,lncRNA
ENSG00000249816,LINC00964,lncRNA
ENSG00000235531,MSC-AS1,lncRNA
ENSG00000253314,LINC00293,lncRNA
ENSG00000248690,HAS2-AS1,lncRNA
ENSG00000254209,LINC02855,lncRNA
ENSG00000251191,LINC00589,lncRNA
ENSG00000254377,MIR124-2HG,lncRNA
ENSG00000245857,GS1-24F4.2,lncRNA
ENSG00000253103,LINC01609,lncRNA
ENSG00000246339,EXTL3-AS1,lncRNA
ENSG00000204949,FAM83A-AS1,lncRNA
ENSG00000253595,LINC01300,lncRNA
ENSG00000245080,MIR3150BHG,lncRNA
ENSG00000254109,RBPMS-AS1,lncRNA
ENSG00000253554,LINC01414,lncRNA
ENSG00000254008,LINC00051,lncRNA
ENSG00000255494,LINC00681,lncRNA
ENSG00000253702,LINC02847,lncRNA
ENSG00000233858,LINC02599,lncRNA
ENSG00000249395,CASC9,lncRNA
ENSG00000253199,LINC02153,lncRNA
ENSG00000253603,CERNA3,lncRNA
ENSG00000248801,C8orf34-AS1,lncRNA
ENSG00000253802,SIRLNT,lncRNA
ENSG00000253267,DLGAP2-AS1,lncRNA
ENSG00000205293,LINC01602,lncRNA
ENSG00000247317,LY6E-DT,lncRNA
ENSG00000254344,LINC01288,lncRNA
ENSG00000253279,LINC02209,lncRNA
ENSG00000253661,ZFHX4-AS1,lncRNA
ENSG00000280725,LINC00251,lncRNA
ENSG00000281641,SAMD12-AS1,lncRNA
ENSG00000253669,GASAL1,lncRNA
ENSG00000251396,LINC01301,lncRNA
ENSG00000215374,FAM66B,lncRNA
ENSG00000251003,ZFPM2-AS1,lncRNA
ENSG00000253644,LINC02845,lncRNA
ENSG00000254119,LINC02842,lncRNA
ENSG00000253696,KBTBD11-OT1,lncRNA
ENSG00000249917,LINC00536,lncRNA
ENSG00000254101,LINC02055,lncRNA
ENSG00000215117,LINC00588,lncRNA
ENSG00000253974,NRG1-IT1,lncRNA
ENSG00000246228,CASC8,lncRNA
ENSG00000253438,PCAT1,lncRNA
ENSG00000245164,LINC00861,lncRNA
ENSG00000253230,MIR124-1HG,lncRNA
ENSG00000253868,FER1L6-AS2,lncRNA
ENSG00000272138,LINC01607,lncRNA
ENSG00000254123,LINC02839,lncRNA
ENSG00000253320,MAILR,lncRNA
ENSG00000253898,LINC01419,lncRNA
ENSG00000253658,LINC01592,lncRNA
ENSG00000253734,LINC01289,lncRNA
ENSG00000253301,LINC01606,lncRNA
ENSG00000253434,LINC02237,lncRNA
ENSG00000255052,FAM66D,lncRNA
ENSG00000236827,LINC00529,lncRNA
ENSG00000253799,LINC01030,lncRNA
ENSG00000227888,FAM66A,lncRNA
ENSG00000250295,RDH10-AS1,lncRNA
ENSG00000246430,LINC00968,lncRNA
ENSG00000253161,LINC01605,lncRNA
ENSG00000253819,LINC01151,lncRNA
ENSG00000253893,FAM85B,lncRNA
ENSG00000229140,CCDC26,lncRNA
ENSG00000249375,CASC11,lncRNA
ENSG00000249859,PVT1,lncRNA
ENSG00000253716,MINCR,lncRNA
ENSG00000254389,RHPN1-AS1,lncRNA
ENSG00000254338,MAFA-AS1,lncRNA
ENSG00000225725,FAM66E,lncRNA
ENSG00000254349,MIR2052HG,lncRNA
ENSG00000280997,CCAT2,lncRNA
ENSG00000288596,C8orf44,lncRNA
ENSG00000245910,SNHG6,lncRNA
ENSG00000253549,CA3-AS1,lncRNA
ENSG00000285768,LINC02849,lncRNA
ENSG00000232600,TONSL-AS1,lncRNA
ENSG00000255559,ZNF252P-AS1,lncRNA
ENSG00000280683,LINC01242,lncRNA
ENSG00000224648,LINC01627,lncRNA
ENSG00000277260,FAM74A7,lncRNA
ENSG00000231373,GNA14-AS1,lncRNA
ENSG00000205636,LINC00583,lncRNA
ENSG00000235201,LINC02578,lncRNA
ENSG00000236709,DAPK1-IT1,lncRNA
ENSG00000260720,LINC01243,lncRNA
ENSG00000235865,GSN-AS1,lncRNA
ENSG00000268996,MAN1B1-DT,lncRNA
ENSG00000236901,MIR600HG,lncRNA
ENSG00000196366,C9orf163,lncRNA
ENSG00000226604,PAPPA-AS2,lncRNA
ENSG00000256040,PAPPA-AS1,lncRNA
ENSG00000281128,PTENP1-AS,lncRNA
ENSG00000196979,GPRACR,lncRNA
ENSG00000228189,LINC02843,lncRNA
ENSG00000237339,LINC01502,lncRNA
ENSG00000225756,DBH-AS1,lncRNA
ENSG00000204011,COL5A1-AS1,lncRNA
ENSG00000233901,LINC01503,lncRNA
ENSG00000275549,STPG3-AS1,lncRNA
ENSG00000232998,VPS13A-AS1,lncRNA
ENSG00000229697,FAM242E,lncRNA
ENSG00000235481,UBE2R2-AS1,lncRNA
ENSG00000271086,NAMA,lncRNA
ENSG00000204706,MAMDC2-AS1,lncRNA
ENSG00000231248,FAM242D,lncRNA
ENSG00000225684,FAM225B,lncRNA
ENSG00000260193,LINC02846,lncRNA
ENSG00000233554,B4GALT1-AS1,lncRNA
ENSG00000236024,PRRX2-AS1,lncRNA
ENSG00000285686,LINC02834,lncRNA
ENSG00000236404,VLDLR-AS1,lncRNA
ENSG00000237886,NALT1,lncRNA
ENSG00000204250,LINC00587,lncRNA
ENSG00000275239,FAM242F,lncRNA
ENSG00000234676,IFT74-AS1,lncRNA
ENSG00000236849,LINC01474,lncRNA
ENSG00000232283,HSD17B3-AS1,lncRNA
ENSG00000225376,TMEM246-AS1,lncRNA
ENSG00000261432,LINC01613,lncRNA
ENSG00000234779,BNC2-AS1,lncRNA
ENSG00000236306,LINC01241,lncRNA
ENSG00000234506,LINC01506,lncRNA
ENSG00000224958,PGM5-AS1,lncRNA
ENSG00000226337,TMEM252-DT,lncRNA
ENSG00000234840,LINC01239,lncRNA
ENSG00000235601,BARX1-DT,lncRNA
ENSG00000204860,FAM201A,lncRNA
ENSG00000227555,MIR4290HG,lncRNA
ENSG00000224825,RORB-AS1,lncRNA
ENSG00000225434,LINC01504,lncRNA
ENSG00000223729,LINC02247,lncRNA
ENSG00000230013,CT70,lncRNA
ENSG00000231107,LINC01508,lncRNA
ENSG00000229613,LINC01501,lncRNA
ENSG00000281491,DNAJB5-DT,lncRNA
ENSG00000278910,BANCR,lncRNA
ENSG00000236511,LINC01231,lncRNA
ENSG00000234323,LINC01505,lncRNA
ENSG00000237009,GLIS3-AS1,lncRNA
ENSG00000230262,LINC02603,lncRNA
ENSG00000269929,MIRLET7A1HG,lncRNA
ENSG00000235448,LURAP1L-AS1,lncRNA
ENSG00000224020,MIR181A2HG,lncRNA
ENSG00000240498,CDKN2B-AS1,lncRNA
ENSG00000225564,LINC01492,lncRNA
ENSG00000234705,HMGA1P4,lncRNA
ENSG00000281649,EBLN3P,lncRNA
ENSG00000203321,CARNMT1-AS1,lncRNA
ENSG00000227071,FOCAD-AS1,lncRNA
ENSG00000236130,PTCSC2,lncRNA
ENSG00000173077,DELEC1,lncRNA
ENSG00000225951,ODF2-AS1,lncRNA
ENSG00000204148,LINC00474,lncRNA
ENSG00000215112,FAM74A1,lncRNA
ENSG00000233086,LNCARSR,lncRNA
ENSG00000229105,ASTN2-AS1,lncRNA
ENSG00000273061,CDC37L1-DT,lncRNA
ENSG00000204446,LINC02872,lncRNA
ENSG00000278175,GLIDR,lncRNA
ENSG00000270547,LINC01235,lncRNA
ENSG00000204054,LINC00963,lncRNA
ENSG00000226562,CYP4F26P,lncRNA
ENSG00000231528,FAM225A,lncRNA
ENSG00000262075,DKFZP434A062,lncRNA
ENSG00000232827,LINC01189,lncRNA
ENSG00000226237,GAS1RR,lncRNA
ENSG00000274026,FAM27E3,lncRNA
ENSG00000238113,LINC01410,lncRNA
ENSG00000289843,BMS1P14,lncRNA
ENSG00000276500,BMS1P14,lncRNA
ENSG00000237159,CNTFR-AS1,lncRNA
ENSG00000231527,FAM27C,lncRNA
ENSG00000236924,LINC02851,lncRNA
ENSG00000235641,LINC00484,lncRNA
ENSG00000232920,LINC01400,lncRNA
ENSG00000230945,LINC01507,lncRNA
ENSG00000234665,LERFS,lncRNA
ENSG00000279141,LINC01451,lncRNA
ENSG00000233016,SNHG7,lncRNA
ENSG00000228544,CCDC183-AS1,lncRNA
ENSG00000198454,LINC02692,lncRNA
ENSG00000254876,SUGT1P4-STRA6LP,lncRNA
ENSG00000203993,ARRDC1-AS1,lncRNA
ENSG00000225937,PCA3,lncRNA
ENSG00000227518,MIR1302-9HG,lncRNA
ENSG00000218839,FAM138C,lncRNA
ENSG00000277631,PGM5P3-AS1,lncRNA
ENSG00000231808,LINC01388,lncRNA
ENSG00000183784,DOCK8-AS1,lncRNA
ENSG00000225706,PTPRD-AS1,lncRNA
ENSG00000231806,PCAT7,lncRNA
ENSG00000226825,LINC01509,lncRNA
ENSG00000171889,MIR31HG,lncRNA
ENSG00000225194,LINC00092,lncRNA
ENSG00000234771,SLC25A25-AS1,lncRNA
ENSG00000232850,PTGES2-AS1,lncRNA
ENSG00000225361,PPP1R26-AS1,lncRNA
ENSG00000255177,MUC5B-AS1,lncRNA
ENSG00000254542,NAV2-AS3,lncRNA
ENSG00000255300,LINC02745,lncRNA
ENSG00000254418,SPON1-AS1,lncRNA
ENSG00000281880,PAUPAR,lncRNA
ENSG00000255043,NAV2-AS5,lncRNA
ENSG00000255427,LINC02707,lncRNA
ENSG00000254894,NAV2-AS1,lncRNA
ENSG00000261340,LINC01616,lncRNA
ENSG00000248990,LINC02758,lncRNA
ENSG00000254985,RSF1-IT2,lncRNA
ENSG00000255327,LINC02697,lncRNA
ENSG00000281097,LINC01395,lncRNA
ENSG00000255032,TSPAN18-AS1,lncRNA
ENSG00000254932,PKNOX2-AS1,lncRNA
ENSG00000237410,NRXN2-AS1,lncRNA
ENSG00000229671,LINC01150,lncRNA
ENSG00000255443,CD44-AS1,lncRNA
ENSG00000237941,KCNQ1DN,lncRNA
ENSG00000245522,LINC02709,lncRNA
ENSG00000247473,CARS1-AS1,lncRNA
ENSG00000250508,LINC02701,lncRNA
ENSG00000254450,ALG9-IT1,lncRNA
ENSG00000254486,LINC02547,lncRNA
ENSG00000255420,CASC23,lncRNA
ENSG00000248332,TUB-AS1,lncRNA
ENSG00000257271,KIRREL3-AS1,lncRNA
ENSG00000254401,LINC02752,lncRNA
ENSG00000255082,GRM5-AS1,lncRNA
ENSG00000205865,FAM99B,lncRNA
ENSG00000246211,P4HA3-AS1,lncRNA
ENSG00000282916,LINC02746,lncRNA
ENSG00000255276,RRM1-AS1,lncRNA
ENSG00000171671,SHANK2-AS3,lncRNA
ENSG00000255311,DLG2-AS2,lncRNA
ENSG00000255121,CENATAC-DT,lncRNA
ENSG00000171987,C11orf40,lncRNA
ENSG00000218109,KIRREL3-AS3,lncRNA
ENSG00000248844,LINC02753,lncRNA
ENSG00000263873,THY1-AS1,lncRNA
ENSG00000269939,PCF11-AS1,lncRNA
ENSG00000254879,PTPRJ-AS1,lncRNA
ENSG00000099869,IGF2-AS,lncRNA
ENSG00000255247,NECTIN1-AS1,lncRNA
ENSG00000260629,BGLT3,lncRNA
ENSG00000255409,RSF1-IT1,lncRNA
ENSG00000254791,FAR1-IT1,lncRNA
ENSG00000280798,LINC00294,lncRNA
ENSG00000254588,ETS1-AS1,lncRNA
ENSG00000238262,NTM-IT,lncRNA
ENSG00000255371,OPCML-IT2,lncRNA
ENSG00000254896,OPCML-IT1,lncRNA
ENSG00000227487,NCAM1-AS1,lncRNA
ENSG00000254902,ANO1-AS1,lncRNA
ENSG00000254862,LGR4-AS1,lncRNA
ENSG00000245573,BDNF-AS,lncRNA
ENSG00000255363,LINC02757,lncRNA
ENSG00000251381,LINC00958,lncRNA
ENSG00000254670,RASSF10-DT,lncRNA
ENSG00000255039,LINC02553,lncRNA
ENSG00000278768,BACE1-AS,lncRNA
ENSG00000238184,CD81-AS1,lncRNA
ENSG00000255270,NAV2-IT1,lncRNA
ENSG00000235661,MIR670HG,lncRNA
ENSG00000254815,LMNTD2-AS1,lncRNA
ENSG00000244926,ALKBH3-AS1,lncRNA
ENSG00000229719,MIR194-2HG,lncRNA
ENSG00000246174,KCTD21-AS1,lncRNA
ENSG00000254560,BBOX1-AS1,lncRNA
ENSG00000175728,LINC02873,lncRNA
ENSG00000254480,LINC02749,lncRNA
ENSG00000255187,LINC02748,lncRNA
ENSG00000255502,LINC02713,lncRNA
ENSG00000255183,LINC02711,lncRNA
ENSG00000254946,LINC02751,lncRNA
ENSG00000237937,LINC02702,lncRNA
ENSG00000254823,LINC02727,lncRNA
ENSG00000246273,SBF2-AS1,lncRNA
ENSG00000255411,LINC02548,lncRNA
ENSG00000247675,LRP4-AS1,lncRNA
ENSG00000254872,LINC02688,lncRNA
ENSG00000254842,LINC02551,lncRNA
ENSG00000255178,LINC02720,lncRNA
ENSG00000254530,LINC02755,lncRNA
ENSG00000255117,LINC02546,lncRNA
ENSG00000254819,ANO3-AS1,lncRNA
ENSG00000246820,RIC3-DT,lncRNA
ENSG00000261645,DISC1FP1,lncRNA
ENSG00000254456,LINC02699,lncRNA
ENSG00000255382,LINC02734,lncRNA
ENSG00000273409,LINC02712,lncRNA
ENSG00000254654,LINC02685,lncRNA
ENSG00000254661,LINC02682,lncRNA
ENSG00000254863,LINC02744,lncRNA
ENSG00000254562,LINC01493,lncRNA
ENSG00000255258,LINC02743,lncRNA
ENSG00000246100,LINC00900,lncRNA
ENSG00000255484,LINC02764,lncRNA
ENSG00000235910,APOA1-AS,lncRNA
ENSG00000256422,LINC02552,lncRNA
ENSG00000255666,LINC02700,lncRNA
ENSG00000293621,UVRAG-DT,lncRNA
ENSG00000224795,NTM-AS1,lncRNA
ENSG00000255545,B3GAT1-DT,lncRNA
ENSG00000254417,LINC02584,lncRNA
ENSG00000175773,ZBTB44-DT,lncRNA
ENSG00000255193,LINC02726,lncRNA
ENSG00000285735,LINC02717,lncRNA
ENSG00000255267,LINC02687,lncRNA
ENSG00000254860,TMEM9B-AS1,lncRNA
ENSG00000272575,LINC02098,lncRNA
ENSG00000273415,LINC02725,lncRNA
ENSG00000271584,LINC02550,lncRNA
ENSG00000255007,LINC02489,lncRNA
ENSG00000257067,LINC02703,lncRNA
ENSG00000249867,LINC02742,lncRNA
ENSG00000255308,CSRP3-AS1,lncRNA
ENSG00000254453,NAV2-AS2,lncRNA
ENSG00000254580,LINC02719,lncRNA
ENSG00000254516,LINC02760,lncRNA
ENSG00000233930,KRTAP5-AS1,lncRNA
ENSG00000285825,CCDC15-DT,lncRNA
ENSG00000255079,LINC02704,lncRNA
ENSG00000254438,LINC02683,lncRNA
ENSG00000226627,SHANK2-AS1,lncRNA
ENSG00000255332,LINC02756,lncRNA
ENSG00000246523,FZD4-DT,lncRNA
ENSG00000255175,LINC02759,lncRNA
ENSG00000285985,LINC02689,lncRNA
ENSG00000280832,GSEC,lncRNA
ENSG00000177112,IRAG1-AS1,lncRNA
ENSG00000251226,LINC02714,lncRNA
ENSG00000255418,LINC02718,lncRNA
ENSG00000255226,LINC02690,lncRNA
ENSG00000205106,LINC02716,lncRNA
ENSG00000255269,LINC02710,lncRNA
ENSG00000255323,LINC01495,lncRNA
ENSG00000236437,LINC02151,lncRNA
ENSG00000255388,LINC02741,lncRNA
ENSG00000245832,MIR4300HG,lncRNA
ENSG00000254594,LINC02686,lncRNA
ENSG00000255512,LINC02684,lncRNA
ENSG00000255171,LINC01499,lncRNA
ENSG00000205866,FAM99A,lncRNA
ENSG00000247095,MIR210HG,lncRNA
ENSG00000256717,LINC02698,lncRNA
ENSG00000124915,MYRF-AS1,lncRNA
ENSG00000256684,LINC02737,lncRNA
ENSG00000255679,JRKL-AS1,lncRNA
ENSG00000248027,ARHGAP42-AS1,lncRNA
ENSG00000254622,NAV2-AS4,lncRNA
ENSG00000247271,ZBED5-AS1,lncRNA
ENSG00000254934,LINC00678,lncRNA
ENSG00000254489,MPPED2-AS1,lncRNA
ENSG00000251323,LINC02728,lncRNA
ENSG00000255109,LINC02740,lncRNA
ENSG00000256508,MRGPRF-AS1,lncRNA
ENSG00000282728,PGR-AS1,lncRNA
ENSG00000245248,USP2-AS1,lncRNA
ENSG00000255004,SLC1A2-AS1,lncRNA
ENSG00000254960,KIRREL3-AS2,lncRNA
ENSG00000227306,LINC02708,lncRNA
ENSG00000255335,LINC02729,lncRNA
ENSG00000230724,LINC01001,lncRNA
ENSG00000255949,RPS6KB2-AS1,lncRNA
ENSG00000254699,LINC02695,lncRNA
ENSG00000250303,LINC02762,lncRNA
ENSG00000183242,WT1-AS,lncRNA
ENSG00000246067,RAB30-DT,lncRNA
ENSG00000251637,LINC02754,lncRNA
ENSG00000247151,CSTF3-DT,lncRNA
ENSG00000254518,LINC02750,lncRNA
ENSG00000254930,LINC02545,lncRNA
ENSG00000254968,LINC02763,lncRNA
ENSG00000255248,MIR100HG,lncRNA
ENSG00000254416,LINC02732,lncRNA
ENSG00000255553,LINC02733,lncRNA
ENSG00000254659,LINC02715,lncRNA
ENSG00000255344,LINC02706,lncRNA
ENSG00000279243,LINC02736,lncRNA
ENSG00000285533,RELA-DT,lncRNA
ENSG00000255120,OVOL1-AS1,lncRNA
ENSG00000255717,SNHG1,lncRNA
ENSG00000236301,MRGPRG-AS1,lncRNA
ENSG00000228661,STIM1-AS1,lncRNA
ENSG00000226416,MRPL23-AS1,lncRNA
ENSG00000232987,LINC01219,lncRNA
ENSG00000130600,H19,lncRNA
ENSG00000255362,LINC02761,lncRNA
ENSG00000254952,LINC02705,lncRNA
ENSG00000255433,LINC02735,lncRNA
ENSG00000245532,NEAT1,lncRNA
