sample_id,ES_positive,ES_control,CPS,CPS_zscore,Unnamed: 0,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,treatment_protocol_ch1,growth_protocol_ch1,molecule_ch1,extract_protocol_ch1,extract_protocol_ch1.1,taxid_ch1,data_processing,data_processing.1,data_processing.2,data_processing.3,platform_id,contact_name,contact_email,contact_phone,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,data_row_count,instrument_model,library_selection,library_source,library_strategy,relation,relation.1,supplementary_file_1,tissue:ch1,subgroup,CPS_class
AB_64,0.7414750980504207,0.6324975516701543,0.10897754638026635,0.7168895949189795,GSM8059550,"AB_64, Colorectal",GSM8059550,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735562,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504043,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-High
AB_65,0.5233266268899242,0.6248254638659907,-0.10149883697606654,-0.23988390118818642,GSM8059551,"AB_65, Colorectal",GSM8059551,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735561,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504044,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_66,0.631762818680493,0.7858894318610581,-0.1541266131805651,-0.4791167340057147,GSM8059552,"AB_66, Pancreas",GSM8059552,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735560,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504045,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_67,0.609707257858167,0.5953248671824866,0.014382390675680479,0.28688345173543284,GSM8059553,"AB_67, Colorectal",GSM8059553,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735559,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504046,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_68,0.3577635274026307,0.814595399668462,-0.4568318722658313,-1.8551398507404475,GSM8059554,"AB_68, Colorectal",GSM8059554,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735558,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504047,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_69,0.6870077587330228,0.5938855912579291,0.09312216747509372,0.6448149703682371,GSM8059555,"AB_69, Pancreas",GSM8059555,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735557,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504048,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-High
AB_70,0.5007592783455773,1.126108159910958,-0.6253488815653806,-2.6211764272436153,GSM8059556,"AB_70, Colorectal",GSM8059556,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735556,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504049,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_71,0.4957854494639811,0.6915394763080004,-0.19575402684401927,-0.6683446439002616,GSM8059557,"AB_71, Colorectal",GSM8059557,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735555,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504050,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_72,0.7457944503991253,0.6767940886882629,0.06900036171086243,0.5351632172098363,GSM8059558,"AB_72, Colorectal",GSM8059558,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735554,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504051,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-High
AB_74,0.5997440496088193,0.8029363717426714,-0.20319232213385208,-0.7021572915524319,GSM8059560,"AB_74, Colorectal",GSM8059560,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735552,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504053,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_75,0.5848149752792193,0.5822993854554467,0.002515589823772646,0.2329399148994473,GSM8059561,"AB_75, Pancreas",GSM8059561,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735551,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504054,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_76,0.8380408432601558,0.6133477824305698,0.22469306082958607,1.242903656677532,GSM8059562,"AB_76, Colorectal",GSM8059562,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735550,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504055,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-High
AB_77,0.8133966919221439,1.1556001025003881,-0.3422034105782442,-1.3340672615343525,GSM8059563,"AB_77, Colorectal",GSM8059563,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735549,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504056,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_78,0.6935431547363308,0.7946213646627461,-0.10107820992641536,-0.2379718348250417,GSM8059564,"AB_78, Pancreas",GSM8059564,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735548,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504057,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_79,0.5756053061341286,0.984570608499865,-0.40896530236573636,-1.6375502822593246,GSM8059565,"AB_79, Pancreas",GSM8059565,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735547,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504058,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_80,0.7232597642973285,0.9782245913050958,-0.25496482700776724,-0.9375022727828435,GSM8059566,"AB_80, Colorectal",GSM8059566,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735546,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504059,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
