"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","taxid_ch1","data_processing","data_processing.1","data_processing.2","data_processing.3","platform_id","contact_name","contact_email","contact_phone","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","cell line:ch1","tissue:ch1"
"GSM8059635","AB_65, small RNA, Colorectal","GSM8059635","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736059","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504415","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059636","AB_66, small RNA, Pancreas","GSM8059636","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736058","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504416","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059637","AB_67, small RNA, Colorectal","GSM8059637","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736057","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504417","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059638","AB_68, small RNA, Colorectal","GSM8059638","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736056","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504418","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059639","AB_69, small RNA, Pancreas","GSM8059639","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736055","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504419","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059640","AB_70, small RNA, Colorectal","GSM8059640","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736054","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504420","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059641","AB_71, small RNA, Colorectal","GSM8059641","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736053","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504421","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059642","AB_72, small RNA, Colorectal","GSM8059642","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736052","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504422","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059643","AB_73, small RNA, Colorectal","GSM8059643","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736051","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504423","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059644","AB_74, small RNA, Colorectal","GSM8059644","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736050","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504424","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059645","AB_75, small RNA, Pancreas","GSM8059645","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736049","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504425","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059646","AB_76, small RNA, Colorectal","GSM8059646","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736048","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504426","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059647","AB_77, small RNA, Colorectal","GSM8059647","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736047","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504427","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059648","AB_78, small RNA, Pancreas","GSM8059648","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736046","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504428","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059649","AB_79, small RNA, Pancreas","GSM8059649","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736045","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504429","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059650","AB_80, small RNA, Colorectal","GSM8059650","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736044","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504430","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059651","AB_81, small RNA, Colorectal","GSM8059651","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736043","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504431","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059652","AB_82, small RNA, Pancreas","GSM8059652","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736042","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504432","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
